neurons,cell_type,cell_sex,module_zscore,participation_coefficient,region
RMEV,Motor neuron,GS,-0.567620977394758,0,1
RMFL,Motor neuron,GS,-0.359118124393875,0.4992,2
RMFR,Motor neuron,GS,-0.120386189427492,0.535510204081633,2
RMHL,Motor neuron,GS,-1.31404586425941,0.42,2
RMHR,Motor neuron,GS,-0.87637065015437,0.4921875,2
SIADL,Motor neuron,GS,-0.702782329982418,0,1
SIADR,Motor neuron,GS,-0.689575682170668,0,1
SIAVL,Motor neuron,GS,-0.610335795300167,0,1
SIAVR,Motor neuron,GS,-0.636749090923667,0,1
SIBDL,Motor neuron,GS,-1.10536716650558,0,1
SIBDR,Motor neuron,GS,-1.34436547277706,0,1
SIBVL,Motor neuron,GS,-1.28461589620919,0,1
SIBVR,Motor neuron,GS,-1.40411504934493,0,1
SMBDL,Motor neuron,GS,-0.583002205935552,0.525951557093426,2
SMBDR,Motor neuron,GS,-1.07086191649585,0.56198347107438,2
SMBVL,Motor neuron,GS,-0.351345700265796,0.5390625,2
SMBVR,Motor neuron,GS,-0.67364997754501,0.520710059171598,2
SMDDL,Motor neuron,GS,0.0896165387225903,0.162570888468809,2
SMDDR,Motor neuron,GS,-0.161309769700662,0.265,2
SMDVL,Motor neuron,GS,0.0896165387225903,0,1
SMDVR,Motor neuron,GS,0.0764098909108401,0.263671875,2
URADL,Motor neuron,GS,-0.926118436801973,0.375,2
URADR,Motor neuron,GS,-0.985868013369842,0.396694214876033,2
URAVL,Motor neuron,GS,-0.746869707098365,0.165289256198347,2
URAVR,Motor neuron,GS,-0.507871400826888,0.13265306122449,2
ADEL,Modulatory neuron,GS,-0.677427371015718,0.67741935483871,3
ADER,Modulatory neuron,GS,-0.319329468566144,0.642488888888889,3
AIML,Modulatory neuron,GS,-0.508145002982159,0.572261557684298,2
AIMR,Modulatory neuron,GS,-0.541245997894729,0.474609375,2
ALA,Modulatory neuron,GS,-1.91087570167536,0.46,2
AVFL,Modulatory neuron,GS,-0.724364486443209,0.56,2
AVFR,Modulatory neuron,GS,-0.589748077458188,0.598765432098765,2
AVHL,Modulatory neuron,GS,-0.724364486443209,0.716836734693878,3
AVHR,Modulatory neuron,GS,-0.679492350114869,0.764081632653061,3
AVKL,Modulatory neuron,GS,-0.199963501082953,0.6640625,3
AVKR,Modulatory neuron,GS,0.0387684338834295,0.682448979591837,3
AVL,Modulatory neuron,GS,-1.59256645505352,0.444444444444444,2
CEPDL,Modulatory neuron,GS,0.158134401366621,0.603697928269102,2
CEPDR,Modulatory neuron,GS,-0.199963501082953,0.636741973840666,3
CEPVL,Modulatory neuron,GS,-0.239752156910683,0.61374154503382,2
CEPVR,Modulatory neuron,GS,-0.319329468566144,0.6171875,2
DVC,Interneuron,GS,0.0387684338834295,0.570308274743104,2
HSNL,Modulatory neuron,HS,-0.905356941933002,0.64792899408284,3
HSNR,Modulatory neuron,HS,-0.67364997754501,0.5696,2
PVNL,Modulatory neuron,GS,-0.971558931758142,0.549382716049383,2
PVNR,Modulatory neuron,GS,-0.410259532144827,0.152777777777778,2
PVQL,Modulatory neuron,GS,-0.67364997754501,0.304498269896194,2
PVQR,Modulatory neuron,GS,-0.441943013157019,0.152777777777778,2
RICL,Modulatory neuron,GS,-0.757004682671179,0.658730158730159,3
RICR,Modulatory neuron,GS,-0.518272747704796,0.659122085048011,3
RID,Modulatory neuron,GS,-0.76923662277155,0,1
RIS,Modulatory neuron,GS,0.754964238782577,0.526304601976831,2
RMGL,Modulatory neuron,GS,-0.517889260617916,0.646913580246914,3
RMGR,Modulatory neuron,GS,-0.649955738735417,0.670135275754423,3
