,cell_name,cell_type_cook,Gender_cook,indegree_cook,outdegree_cook,degree_cook,instrength_cook,outstrength_cook,strength_cook,BC_wei_cook,BC_wei_norm_cook,BC_bin_cook,BC_bin_norm_cook,eccentricity_cook,CC_wei_cook,CC_bin_cook,LE_wei_cook,LE_bin_cook,cell_class,cell_type_wit7,Gender_wit7,indegree_wit7,outdegree_wit7,degree_wit7,instrength_wit7,outstrength_wit7,strength_wit7,BC_wei_wit7,BC_wei_norm_wit7,BC_bin_wit7,BC_bin_norm_wit7,eccentricity_wit7,CC_wei_wit7,CC_bin_wit7,LE_wei_wit7,LE_bin_wit7,cell_class_wit8,cell_type_wit8,Gender_wit8,indegree_wit8,outdegree_wit8,degree_wit8,instrength_wit8,outstrength_wit8,strength_wit8,BC_wei_wit8,BC_wei_norm_wit8,BC_bin_wit8,BC_bin_norm_wit8,eccentricity_wit8,CC_wei_wit8,CC_bin_wit8,LE_wei_wit8,LE_bin_wit8
54,AVJL,interneuron,GS,23,14,37,83,32,115,339.5,0.0106553260937794,259.539171459592,0.008145727558207,1.48809523809524,0.0117145033307009,0.287556904400607,0.0232662808608077,0.57049822964087,AVJ,Modulatory neuron,GS,19,6,25,38,13,51,121.0,0.0037976272675914,317.813921731856,0.0099747009519759,4.26709956709957,0.0125635300490859,0.17003367003367,0.0218079809562259,0.334315375982043,AVJ,Modulatory neuron,GS,17,7,24,32,9,41,205.5,0.0064496892850417,591.708643962385,0.0185709824857945,inf,0.0058474301379096,0.170955882352941,0.0091787534702988,0.287837009803922
55,AVJR,interneuron,GS,23,16,39,72,55,127,65.5,0.0020557403803904,461.23624034635,0.0144760605218238,1.41208791208791,0.0122075771305151,0.257493188010899,0.022192569748176,0.488510445049954,AVJ,Modulatory neuron,GS,13,7,20,24,13,37,211.166666666667,0.006627539597849,417.681075831211,0.0131090664688723,4.07424242424242,0.0108283091534495,0.156914893617021,0.0162444874068066,0.251310790273556,AVJ,Modulatory neuron,GS,15,10,25,42,13,55,303.666666666667,0.0095306844098508,745.037931286286,0.023383275729279,inf,0.0069335644553639,0.15993265993266,0.0102636597949885,0.252328843995511
56,AVKL,interneuron,GS,10,14,24,58,32,90,200.0,0.0062770698637875,164.841322441032,0.0051736024870074,1.51666666666667,0.0101414715850304,0.208791208791209,0.0217408509461021,0.458272283272283,AVK,Modulatory neuron,GS,10,17,27,37,32,69,383.5,0.0120362814638127,161.311209186749,0.0050628086493863,2.97424242424242,0.016635686153989,0.190201729106628,0.0333541057255399,0.420076849183477,AVK,Modulatory neuron,GS,11,17,28,49,34,83,241.0,0.007563869185864,239.841546737078,0.0075275107255375,inf,0.0154824869607455,0.278820375335121,0.0280725109854135,0.524285075960679
57,AVKR,interneuron,GS,12,17,29,76,37,113,188.0,0.0059004456719603,344.91357989987,0.0108252331900028,1.45833333333333,0.0105896404503019,0.218204488778055,0.023081276431802,0.504239401496259,AVK,Modulatory neuron,GS,8,18,26,44,35,79,418.0,0.0131190760153161,234.292936828157,0.0073533656653115,3.27424242424242,0.0220118836208527,0.227414330218069,0.044412340682241,0.478868120456905,AVK,Modulatory neuron,GS,14,15,29,53,35,88,573.5,0.0179994978344109,222.541352074262,0.0069845380727594,inf,0.0128181837313125,0.22636815920398,0.0239522299208037,0.440443615257048
58,AVL,interneuron,GS,12,7,19,36,14,50,12.0,0.0003766241918272,116.937407323805,0.0036701213773085,1.70833333333333,0.0081093444637774,0.215976331360947,0.0163046909987741,0.449457593688363,AVL,Modulatory neuron,GS,5,3,8,13,3,16,6.0,0.0001883120959136,22.4015752482376,0.0007030812644604,3.91068931068931,0.0274313398335534,0.365384615384615,0.0348383218192973,0.442307692307692,AVL,Modulatory neuron,GS,2,5,7,8,5,13,0.0,0.0,9.9947851655513,0.0003136898237885,inf,0.0079765215517974,0.2,0.0130126278176753,0.320833333333333
59,AVM,sensory,GS,2,17,19,3,87,90,28.0,0.0008787897809302,54.8839896096267,0.001722553185915,1.39835055643879,0.0164246605324135,0.281065088757396,0.0277808716166294,0.521400394477318,AVM,Sensory neuron,GS,7,10,17,7,42,49,195.25,0.0061279894545226,198.515444437872,0.0062304765688868,3.26709956709957,0.0189809482736797,0.235074626865672,0.0272587127848114,0.372512437810945,AVM,Sensory neuron,GS,7,12,19,7,45,52,122.833333333333,0.0038551670746762,253.936550644694,0.0079698873468299,inf,0.0113080741673934,0.248484848484848,0.0192458210851401,0.445757575757576
60,AWAL,sensory,GS,4,8,12,18,54,72,532.0,0.016697005837675,18.0175072576125,0.0005654857591366,1.25538302277433,0.0240562533816232,0.296875,0.0355770619437068,0.471484375,AWA,Sensory neuron,GS,6,13,19,8,41,49,256.0,0.0080346494256481,137.601264357351,0.0043186637485829,2.61590909090909,0.0218979026373964,0.294642857142857,0.0392398911171646,0.513839285714286,AWA,Sensory neuron,GS,6,13,19,6,47,53,12.0,0.0003766241918272,175.159828035188,0.0054974523895294,inf,0.0131737156085246,0.27710843373494,0.0251207720006109,0.561495983935743
61,AWAR,sensory,GS,11,13,24,21,93,114,168.5,0.005288431360241,104.554782200537,0.0032814883623293,1.27774509803922,0.0170591142311304,0.312962962962963,0.0303397953765643,0.560030864197531,AWA,Sensory neuron,GS,6,12,18,8,43,51,106.0,0.0033268470278074,95.0243073614425,0.002982371080329,2.7,0.021812973645819,0.246666666666667,0.0428046615468092,0.519888888888889,AWA,Sensory neuron,GS,7,12,19,8,43,51,1.0,3.13853493189379e-05,180.284169135396,0.0056582816249888,inf,0.0154655718069834,0.315151515151515,0.0278465788049702,0.583030303030303
62,AWBL,sensory,GS,9,16,25,28,74,102,48.0,0.001506496767309,152.871687534994,0.0047979313142613,1.27754578754579,0.0135313387087596,0.249152542372881,0.0274657763550808,0.543559322033898,AWB,Sensory neuron,GS,10,9,19,17,26,43,172.666666666667,0.0054192036490699,123.417154053902,0.0038734904919308,2.84285714285714,0.0174888765058766,0.242603550295858,0.0315329445524941,0.46474358974359,AWB,Sensory neuron,GS,11,11,22,18,34,52,106.0,0.0033268470278074,185.862422615429,0.0058333570590493,inf,0.0131116697930414,0.281938325991189,0.0232769887754914,0.543098384728341
63,AWBR,sensory,GS,8,15,23,19,40,59,0.0,0.0,88.6713018518233,0.0027829797831844,1.36274509803922,0.0141333928892771,0.330645161290323,0.0233456186090011,0.596942204301075,AWB,Sensory neuron,GS,5,10,15,15,28,43,72.0,0.0022597451509635,84.5654681756256,0.0026541167590115,2.76666666666667,0.0203489131564035,0.189320388349515,0.0311211279698855,0.319174757281553,AWB,Sensory neuron,GS,11,11,22,20,27,47,137.0,0.0042997928566945,424.141101391741,0.0133118166276989,inf,0.0105780250845842,0.237777777777778,0.0193445023313025,0.474740740740741
64,AWCL,sensory,GS,12,14,26,57,67,124,265.0,0.0083171175695185,120.141035054938,0.0037706683527379,1.27228468049364,0.0210214330670123,0.34012539184953,0.0336670184906458,0.585841170323929,AWC,Sensory neuron,GS,11,9,20,60,42,102,2331.83333333333,0.0731854037202101,141.096253200093,0.0044283551942782,2.69444444444444,0.0477186794354902,0.345108695652174,0.0711421097700411,0.527038043478261,AWC,Sensory neuron,GS,9,15,24,34,60,94,277.5,0.0087094344360052,627.503402983163,0.0196944135014488,inf,0.0164238333404221,0.209259259259259,0.0295570965856981,0.428024691358025
65,AWCR,sensory,GS,14,17,31,62,111,173,738.5,0.0231780804720357,247.363915957867,0.007763602911238,1.26016548463357,0.0229480751848208,0.324175824175824,0.0401668999475591,0.586813186813187,AWC,Sensory neuron,GS,6,16,22,36,67,103,1399.0,0.0439081036971941,172.07595192293,0.0054006638604899,2.7,0.0322917900352062,0.234649122807018,0.0546699739539301,0.430691311612364,AWC,Sensory neuron,GS,12,11,23,71,68,139,2646.0,0.0830456342979097,170.522992922776,0.0053519236997921,inf,0.0301122662109852,0.315040650406504,0.0525432905897242,0.606368563685637
66,BAGL,sensory,GS,10,19,29,43,78,121,536.0,0.0168225472349507,194.230433690891,0.0060959900097574,1.40823412698413,0.0131460206553709,0.22875,0.026614849395823,0.529520833333333,BAG,Sensory neuron,GS,11,7,18,38,36,74,1213.0,0.0380704287238717,101.950312152706,0.0031997461600874,3.05,0.0258855994234644,0.228476821192053,0.0410326629139331,0.399944812362031,BAG,Sensory neuron,GS,14,6,20,47,49,96,593.0,0.0186115121461302,129.524705521184,0.0040651781282149,inf,0.0167296766595515,0.23936170212766,0.029084736986215,0.447517730496454
67,BAGR,sensory,GS,13,11,24,38,75,113,233.0,0.0073127863913125,136.519971754216,0.0042847270025176,1.37506447453256,0.0168694490659679,0.261992619926199,0.0315995988916682,0.552152521525215,BAG,Sensory neuron,GS,14,13,27,42,57,99,3483.33333333333,0.109325633460967,417.194046427994,0.0130937808809238,2.87735597735598,0.0166045902085854,0.160919540229885,0.0332165613340948,0.351388888888889,BAG,Sensory neuron,GS,12,12,24,39,74,113,1377.33333333333,0.0432280877952838,235.595476056534,0.0073942463139957,inf,0.0174952898214241,0.254612546125461,0.0316333196479504,0.508948339483395
68,BDUL,interneuron,GS,6,12,18,28,33,61,341.5,0.0107180967924173,124.634980431037,0.003911712398187,1.52777777777778,0.0081408408999507,0.208053691275168,0.0133196747209901,0.332774049217002,BDU,Interneuron,GS,8,13,21,20,20,40,209.333333333333,0.0065699997907643,336.892935593573,0.0105735024666867,3.0,0.0086506292322459,0.159420289855072,0.0173708727418,0.319283413848631,BDU,Interneuron,GS,6,14,20,21,20,41,336.5,0.0105611700458226,339.705596891042,0.0106617788240237,inf,0.0066024787544309,0.184491978609626,0.0109920597577862,0.307932263814617
69,BDUR,interneuron,GS,7,13,20,31,56,87,361.0,0.0113301111041366,133.028340791362,0.0041751409450556,1.47619047619048,0.0093190886756907,0.188172043010753,0.0146235166486212,0.299283154121864,BDU,Interneuron,GS,5,10,15,18,27,45,743.0,0.0233193145439709,415.989962318582,0.0130559902805405,3.1004329004329,0.0201328381644548,0.232673267326733,0.0345900209764843,0.406353135313531,BDU,Interneuron,GS,8,8,16,25,23,48,823.666666666667,0.0258510660556985,130.09264225701,0.0040830030210598,inf,0.01297394975568,0.292035398230089,0.0248962608345032,0.587315634218289
70,CEPDL,sensory,GS,19,26,45,40,175,215,749.0,0.0235076266398845,1203.09064979717,0.0377594203062323,1.1710372960373,0.007572453856979,0.143660531697342,0.0207551583014415,0.400342048884994,CEP,Modulatory neuron,GS,14,21,35,29,67,96,1541.83333333333,0.0483909777582491,1120.81944708302,0.0351773098701593,3.2221361971362,0.0126869236428476,0.150170648464164,0.0286882551442604,0.364799691207541,CEP,Modulatory neuron,GS,13,16,29,32,57,89,1557.0,0.0488669888895863,561.591122573675,0.0176257335563893,inf,0.0095910951158598,0.169172932330827,0.0205253119516238,0.400187969924812
71,CEPDR,sensory,GS,13,23,36,29,147,176,685.0,0.0214989642834725,420.687776557964,0.013203432821479,1.3359649122807,0.0143115270721411,0.256019261637239,0.0282316764472194,0.501081081081081,CEP,Modulatory neuron,GS,10,23,33,30,58,88,1261.41666666667,0.0395900027200636,729.654990488731,0.0229004767587951,3.2004329004329,0.0089040785066772,0.103053435114504,0.0147554490860451,0.17970737913486,CEP,Modulatory neuron,GS,6,23,29,20,79,99,932.0,0.0292511455652501,555.028499345899,0.0174197633339369,inf,0.0067669413434435,0.101990049751244,0.0141547567139512,0.252908078654347
72,CEPVL,sensory,GS,13,21,34,44,138,182,626.0,0.0196472286736551,467.903468059403,0.0146853137925869,1.3421568627451,0.0134989827210764,0.203435804701627,0.03069669827634,0.498191681735985,CEP,Modulatory neuron,GS,13,17,30,37,53,90,3574.5,0.112186931140544,650.054685568714,0.0204021933829864,3.24594572094572,0.0125518497627002,0.145348837209302,0.0258865021883657,0.314980620155039,CEP,Modulatory neuron,GS,16,20,36,32,61,93,2508.0,0.0787144560918963,819.38767000117,0.0257167682506174,inf,0.0068617322927932,0.130016051364366,0.0125839631855365,0.259818084537186
73,CEPVR,sensory,GS,19,21,40,58,122,180,1199.0,0.0376310338334066,488.907807842023,0.0153445423338781,1.31313131313131,0.0080744740232562,0.153548387096774,0.0200209805951462,0.404543778801843,CEP,Modulatory neuron,GS,8,22,30,20,64,84,752.0,0.0236017826878413,490.265281948407,0.0153871471328983,3.28181818181818,0.0090305435968061,0.100694444444444,0.0143329431472475,0.168190586419753,CEP,Modulatory neuron,GS,13,21,34,30,67,97,1849.0,0.0580315108907162,963.453933876953,0.0302383382674331,inf,0.0053173753995201,0.104129263913824,0.0102475293912332,0.205071813285458
74,DVA,sensory,GS,18,30,48,58,137,195,869.0,0.0272738685581571,553.070905407721,0.0173583235643626,1.33912655971479,0.0109465159931537,0.201519213583557,0.0286112285070039,0.530518319928508,DVA,Modulatory neuron,GS,15,28,43,26,68,94,966.333333333333,0.0303287092252003,1076.81154182997,0.0337961063909976,2.88376623376623,0.0103562893859745,0.142538975501114,0.02602465433101,0.37992894262382,DVA,Modulatory neuron,GS,9,32,41,21,59,80,300.166666666667,0.0094208356872345,756.665045771389,0.0237481967789652,inf,0.0057164650857333,0.123774509803922,0.0107356145927264,0.251158380018674
75,DVC,interneuron,GS,12,15,27,23,103,126,400.0,0.0125541397275752,305.478936885019,0.0095875631437141,1.3125,0.0094842427852257,0.166666666666667,0.0214050768089853,0.404420289855073,DVC,Interneuron,GS,5,19,24,7,86,93,0.0,0.0,119.532363429721,0.00375156498116,2.82180042180042,0.0246812534252904,0.23992673992674,0.0459180128655221,0.455647130647131,DVC,Interneuron,GS,4,18,22,19,86,105,297.0,0.0093214487477245,110.080062000117,0.003454901198924,inf,0.0186399452024676,0.25,0.0319582814668615,0.447733918128655
76,FLPL,sensory,GS,7,14,21,25,230,255,197.0,0.0061829138158307,259.741249629211,0.0081520698521502,1.27083333333333,0.0426577773327809,0.302439024390244,0.0555272218349236,0.434552845528455,FLP,Sensory neuron,GS,2,17,19,2,49,51,10.0,0.0003138534931893,71.3544179637417,0.0022394833332415,3.31068931068931,0.015050810872425,0.201183431952663,0.0176272957489442,0.23767258382643,FLP,Sensory neuron,GS,5,16,21,5,39,44,16.5,0.0005178582637624,241.47005889387,0.0075786221484486,inf,0.0071206439959207,0.181159420289855,0.0095602468353794,0.262882447665056
77,FLPR,sensory,GS,3,16,19,8,169,177,29.0,0.0009101751302492,26.0251140577936,0.000816807295769,1.31702702702703,0.0455223749836467,0.452380952380952,0.0583408757462231,0.585813492063492,FLP,Sensory neuron,GS,2,12,14,4,40,44,41.0,0.0012867993220764,14.6483709158632,0.0004597442381477,3.4004329004329,0.0210282175560683,0.241758241758242,0.0247465203271233,0.302106227106227,FLP,Sensory neuron,GS,4,10,14,5,27,32,2.0,6.27706986378758e-05,60.0187926182053,0.0018837107720232,inf,0.0112566958104393,0.280898876404494,0.0120435716422094,0.308988764044944
78,HSNL,motorneuron,HS,15,24,39,31,85,116,332.0,0.0104199359738874,342.214005261846,0.0107405060969759,1.37857142857143,0.0099087832316368,0.270919067215364,0.0213096788740303,0.502824427480916,HSN,Modulatory neuron,HS,10,21,31,14,26,40,146.833333333333,0.0046084154583307,531.383369282419,0.0166776526672029,2.91666666666667,0.0078735555221025,0.153347732181425,0.0189195988809058,0.38349532037437,HSN,Modulatory neuron,HS,6,17,23,13,25,38,216.166666666667,0.0067844663444437,194.777604361295,0.0061131631523851,inf,0.0073017979512955,0.22289156626506,0.0161048130400455,0.519578313253012
79,HSNR,motorneuron,HS,17,25,42,48,49,97,226.0,0.0070930889460799,641.866965559044,0.0201452189303573,1.475,0.0066721461297777,0.187353629976581,0.0166305668992196,0.493862217017955,HSN,Modulatory neuron,HS,15,18,33,23,25,48,323.333333333333,0.0101479296131233,816.117365410884,0.0256141285986719,2.76709956709957,0.008400175823328,0.146833013435701,0.0225197689495291,0.435188739603327,HSN,Modulatory neuron,HS,10,11,21,15,16,31,128.0,0.004017324712824,228.18604010702,0.007161698578464,inf,0.0064938060120921,0.216748768472906,0.0142787015066406,0.481659042927516
80,IL1DL,sensory,GS,6,6,12,56,29,85,330.0,0.0103571652752495,52.7836178344187,0.0016566322840505,1.34592162223741,0.024156277277321,0.2578125,0.0269292691934458,0.309895833333333,IL1,Motor neuron,GS,9,5,14,25,19,44,191.0,0.0059946017199171,121.943760226405,0.0038272475119705,4.0770313020313,0.0246296620639909,0.202247191011236,0.0289462149025076,0.234082397003745,IL1,Motor neuron,GS,6,8,14,25,19,44,334.0,0.0104827066725253,194.70789946648,0.0061109754399121,inf,0.0149893198859321,0.224719101123595,0.0255430522131872,0.427996254681648
81,IL1DR,sensory,GS,11,10,21,64,95,159,571.0,0.0179210344611136,307.528375252706,0.0096518854827916,1.58025210084034,0.026793021217176,0.396039603960396,0.0471444172158225,0.475711382113821,IL1,Motor neuron,GS,7,4,11,20,9,29,65.5,0.0020557403803904,61.5216458586069,0.0019308783459483,4.27021312021312,0.0220013829740894,0.235849056603774,0.0228540489625725,0.221698113207547,IL1,Motor neuron,GS,8,5,13,32,21,53,269.0,0.0084426589667943,59.8668755992895,0.0018789428033171,inf,0.0166263230673557,0.203947368421053,0.0199668568467155,0.25219298245614
82,IL1L,sensory,GS,9,12,21,33,76,109,178.0,0.0055865921787709,242.073370648017,0.0075975572986007,1.48030303030303,0.0157438366658183,0.278325123152709,0.0276405188104157,0.488136288998358,IL1,Motor neuron,GS,10,11,21,17,30,47,165.5,0.0051942753122842,251.644049425476,0.0078979363952506,3.85620213120213,0.0190800775988295,0.228365384615385,0.0332687975522696,0.43075206043956,IL1,Motor neuron,GS,10,8,18,12,16,28,0.0,0.0,85.1854136192956,0.0026735739633198,inf,0.0095592847898154,0.230263157894737,0.0151313193270972,0.379111842105263
83,IL1R,sensory,GS,14,12,26,36,77,113,723.0,0.0226916075575921,170.886011177031,0.005363317154511,1.48030303030303,0.0149109384883986,0.2609375,0.0298199083335778,0.562083333333333,IL1,Motor neuron,GS,10,13,23,16,30,46,200.5,0.006292762538447,765.556091252714,0.0240272453472071,3.89857729989309,0.0155754661758955,0.192771084337349,0.0272305817799114,0.373125836680054,IL1,Motor neuron,GS,12,12,24,21,24,45,178.0,0.0055865921787709,689.710135274498,0.0216467935244021,inf,0.0093604242730221,0.195970695970696,0.0195757518705692,0.44212308855166
84,IL1VL,sensory,GS,7,10,17,60,66,126,81.0,0.0025422132948339,39.2526902616695,0.0012319593955705,1.52692307692308,0.0329873928575669,0.390977443609023,0.0484373080802355,0.509708737864078,IL1,Motor neuron,GS,8,5,13,20,15,35,59.0,0.0018517356098173,45.1306647671203,0.0014164416787119,4.27021312021312,0.0209375497341749,0.24025974025974,0.025290503227199,0.302489177489178,IL1,Motor neuron,GS,7,6,13,22,18,40,166.5,0.0052256606616031,110.436479575082,0.0034660874890177,inf,0.0120788383715712,0.177631578947368,0.0140892930864245,0.221491228070175
85,IL1VR,sensory,GS,8,8,16,63,77,140,236.0,0.0074069424392693,50.7778534882479,0.0015936806693945,1.42222222222222,0.0295946793311091,0.310344827586207,0.0481367456446794,0.557471264367816,IL1,Motor neuron,GS,9,4,13,17,13,30,127.0,0.0039859393635051,35.5877723858529,0.0011169346678128,4.18255078255078,0.0224247588658452,0.285714285714286,0.0267065815487124,0.361471861471861,IL1,Motor neuron,GS,9,3,12,22,7,29,9.0,0.0002824681438704,27.5788843751797,0.0008655729199416,inf,0.0130475447239957,0.234848484848485,0.0167358299594713,0.313131313131313
86,IL2DL,sensory,GS,3,14,17,4,87,91,0.0,0.0,52.9436870355069,0.0016616561118419,1.29072681704261,0.0168451858031475,0.294776119402985,0.0240268622234679,0.362980769230769,IL2,Sensory neuron,GS,1,15,16,1,47,48,0.0,0.0,9.03725586344378,0.0002836374321588,3.07424242424242,0.0159695506609166,0.205882352941176,0.0242068367176223,0.334733893557423,IL2,Sensory neuron,GS,2,13,15,2,71,73,13.0,0.0004080095411461,51.9779244423495,0.0016313453154965,inf,0.0088456832951671,0.120192307692308,0.0121102287365002,0.174278846153846
87,IL2DR,sensory,GS,1,12,13,5,115,120,6.0,0.0001883120959136,13.6679390946275,0.0004289730429548,1.61596638655462,0.0189061204373629,0.227272727272727,0.0248878150471938,0.321969696969697,IL2,Sensory neuron,GS,1,11,12,1,51,52,3.0,9.41560479568138e-05,76.1795799567826,0.0023909227279135,3.02424242424242,0.0143360481334584,0.136363636363636,0.0161402712872936,0.164141414141414,IL2,Sensory neuron,GS,0,11,11,0,51,51,0.0,0.0,0.0,0.0,2.90833333333333,0.0084195528793733,0.1,0.0084195528793733,0.1
88,IL2L,sensory,GS,9,12,21,15,102,117,94.0,0.0029502228359801,245.942017401927,0.0077189761283637,1.20666666666667,0.0119221080188734,0.195121951219512,0.0219504091834102,0.373252032520325,IL2,Sensory neuron,GS,7,11,18,12,35,47,1128.0,0.035402674031762,270.972683319993,0.0085045723218879,2.94924242424242,0.0146381623232957,0.184563758389262,0.020866510517691,0.265771812080537,IL2,Sensory neuron,GS,7,14,21,14,36,50,727.5,0.0228328416295273,399.692822430542,0.0125444988522548,inf,0.0048939069500227,0.112745098039216,0.008365861269078,0.207720588235294
89,IL2R,sensory,GS,6,15,21,11,87,98,14.0,0.0004393948904651,146.404147377843,0.0045949453071948,1.21929824561404,0.011862164652727,0.273170731707317,0.0215042087167958,0.49130081300813,IL2,Sensory neuron,GS,10,16,26,20,35,55,883.0,0.0277132634486222,514.898449003968,0.0161602676857689,2.99090909090909,0.0106994431621782,0.17192429022082,0.0156282965013516,0.254600420609884,IL2,Sensory neuron,GS,6,14,20,16,41,57,713.5,0.0223934467390622,156.190981425949,0.0049021085125211,inf,0.0069034771546481,0.151351351351351,0.0118277392264093,0.268153153153153
90,IL2VL,sensory,GS,1,12,13,4,103,107,11.0,0.0003452388425083,14.0580753023653,0.0004412176041166,1.36666666666667,0.0253427777489286,0.279220779220779,0.0378720022676207,0.511580086580086,IL2,Sensory neuron,GS,2,13,15,2,45,47,0.0,0.0,11.3996979409928,0.0003577835020084,3.32424242424242,0.017324903939639,0.206730769230769,0.0204439021635495,0.244391025641026,IL2,Sensory neuron,GS,1,11,12,1,51,52,0.0,0.0,7.86427870225824,0.0002468231342118,inf,0.0074582582192332,0.106060606060606,0.0085444698046237,0.132575757575758
91,IL2VR,sensory,GS,5,14,19,14,150,164,98.0,0.0030757642332559,102.643929739313,0.0032215155903368,1.33333333333333,0.0228391448303194,0.261904761904762,0.0372371953071302,0.487251984126984,IL2,Sensory neuron,GS,1,14,15,1,51,52,0.0,0.0,5.06128042404091,0.0001588500541096,3.52424242424242,0.0182840735832287,0.230769230769231,0.0237113624974871,0.290464743589744,IL2,Sensory neuron,GS,2,14,16,2,57,59,1.0,3.13853493189379e-05,32.2381519831724,0.0010118056613888,inf,0.0094493474803635,0.184873949579832,0.0159339755391357,0.313375350140056
92,OLLL,sensory,GS,11,16,27,44,174,218,614.0,0.0192706044818279,248.185036207088,0.0077893740570927,1.2,0.0257996689577808,0.322674418604651,0.0462485892541161,0.478968253968254,OLL,Sensory neuron,GS,9,21,30,24,109,133,2293.0,0.0719666059883246,385.791310274388,0.0121081950371724,3.07927905427905,0.0152532621426659,0.145348837209302,0.0343310880573941,0.355988372093023,OLL,Sensory neuron,GS,9,18,27,30,117,147,1399.0,0.0439081036971941,269.073742992244,0.0084449734163656,inf,0.0128428625424045,0.178260869565217,0.0244484589486355,0.39494708994709
93,OLLR,sensory,GS,19,21,40,63,159,222,357.0,0.0112045697068608,565.004014518838,0.017732848362276,1.37563131313131,0.0143358721223288,0.256827048114434,0.0281220651223297,0.464357864357864,OLL,Sensory neuron,GS,9,18,27,27,104,131,831.5,0.0260969179586969,332.870538363684,0.0104472581245271,3.19090909090909,0.0156859875581275,0.148414985590778,0.0352590294159955,0.378818443804035,OLL,Sensory neuron,GS,6,14,20,33,115,148,1744.0,0.0547360492122277,244.480921731424,0.0076731191303566,inf,0.01745178983035,0.203208556149733,0.0292402043816375,0.374955436720143
94,OLQDL,sensory,GS,5,10,15,62,40,102,13.0,0.0004080095411461,46.146043746709,0.0014483097026774,1.33333333333333,0.0130335197162816,0.191176470588235,0.0233443881946518,0.370296451914099,OLQ,Sensory neuron,GS,6,9,15,28,22,50,1074.0,0.0337078651685393,232.865057739488,0.0073085511813284,3.14924242424242,0.0167759780040346,0.191176470588235,0.0203787964069696,0.241830065359477,OLQ,Sensory neuron,GS,5,12,17,23,26,49,362.0,0.0113614964534555,240.701194896506,0.0075544910833125,inf,0.0092669687252383,0.200757575757576,0.0161005175870645,0.364583333333333
95,OLQDR,sensory,GS,10,8,18,49,28,77,15.0,0.000470780239784,76.2633864281971,0.0023935530232941,1.66666666666667,0.0116783667970998,0.220394736842105,0.0212998496102828,0.426315789473684,OLQ,Sensory neuron,GS,5,10,15,25,21,46,326.5,0.0102473165526332,51.1450085568238,0.0016052039594759,3.15757575757576,0.0196923103578307,0.242718446601942,0.0306381810329374,0.37831715210356,OLQ,Sensory neuron,GS,6,8,14,24,17,41,319.0,0.0100119264327412,113.400333987226,0.0035591090950733,inf,0.007149187529088,0.138888888888889,0.0118505266388942,0.242592592592593
96,OLQVL,sensory,GS,13,8,21,80,45,125,13.0,0.0004080095411461,107.025241889938,0.0033590246026595,1.55555555555556,0.0123343124627875,0.193236714975845,0.0250976451176885,0.422705314009662,OLQ,Sensory neuron,GS,7,7,14,29,19,48,145.0,0.004550875651246,48.3828553667574,0.0015185128167333,3.44924242424242,0.0153786784996905,0.166666666666667,0.0232282983828015,0.244907407407407,OLQ,Sensory neuron,GS,8,8,16,22,19,41,521.5,0.0163674596698261,161.466738243682,0.0050676899831674,inf,0.0048772990994957,0.126050420168067,0.0065626129263046,0.171918767507003
97,OLQVR,sensory,GS,12,8,20,70,80,150,2127.0,0.066756638001381,90.5160283666141,0.002840877169249,1.22222222222222,0.0163481212760385,0.209677419354839,0.0321325766489202,0.445250896057348,OLQ,Sensory neuron,GS,7,9,16,22,19,41,355.5,0.0111574916828824,93.7792916958535,0.0029432958287569,3.32424242424242,0.0115997891618081,0.182203389830508,0.0187310349635873,0.280054479418886,OLQ,Sensory neuron,GS,8,8,16,28,22,50,303.5,0.0095254535182976,187.912250271433,0.0058976916160766,inf,0.008387129023501,0.175213675213675,0.0130369558235966,0.281410256410256
98,PLNL,sensory,GS,4,3,7,27,25,52,164.0,0.0051471972883058,10.9990021285918,0.0003452075239655,1.43333333333333,0.0386997316287281,0.421052631578947,0.0535778094139737,0.603070175438596,PLN,Sensory neuron,GS,2,6,8,3,13,16,0.0,0.0,45.188938089215,0.0014182706072818,3.68687978687979,0.0070235801122597,0.0740740740740741,0.0090996331006729,0.0925925925925926,PLN,Sensory neuron,GS,3,3,6,4,18,22,3.0,9.41560479568138e-05,83.2212428711546,0.0026119277782673,inf,0.0146510191723498,0.25,0.0165301669579993,0.285714285714286
99,PLNR,sensory,GS,3,6,9,16,32,48,534.0,0.0167597765363128,24.2739601541076,0.0007618467187906,1.3768115942029,0.0183565068405491,0.287878787878788,0.0231797809493254,0.348484848484849,PLN,Sensory neuron,GS,3,4,7,4,15,19,20.5,0.0006433996610382,90.5654185615698,0.0028424272977706,3.36783216783217,0.0183618845829152,0.236842105263158,0.0259359503798024,0.348684210526316,PLN,Sensory neuron,GS,1,5,6,3,21,24,109.0,0.0034210030757642,65.1346740608223,0.002044274498174,inf,0.0169305781134413,0.214285714285714,0.0206335413286023,0.267857142857143
