cell_class,cell_type,Gender,cell_name,indegree,outdegree,degree,instrength,outstrength,strength,BC_wei,BC_wei_norm,BC_bin,BC_bin_norm,eccentricity,CC_wei,CC_bin,LE_wei,LE_bin
ASJ,Sensory neuron,GS,ASJL,4,4,8,8,20,28,20,0.000627706986378758,59.8520819069219,0.00187847849811443,Inf,0.022510248914477,0.388888888888889,0.0318973703415907,0.597222222222222
ASJ,Sensory neuron,GS,ASJR,1,4,5,1,19,20,2,6.27706986378758e-05,11.268668959357,0.000353671111648892,Inf,0.0216053931551343,0.35,0.0228737270041384,0.4
ASK,Sensory neuron,GS,ASKL,8,12,20,27,43,70,652.5,0.020478940430607,438.830571469571,0.0137728507774016,Inf,0.0145724592685546,0.202702702702703,0.023060866754696,0.371126126126126
ASK,Sensory neuron,GS,ASKR,7,12,19,19,60,79,145,0.004550875651246,150.321197613566,0.00471788329714286,Inf,0.0165249396861903,0.306060606060606,0.0288952093289247,0.568636363636363
AUA,Sensory neuron,GS,AUAL,9,9,18,27,63,90,509.333333333333,0.0159856045864457,211.219388789667,0.00662919430009625,Inf,0.0186468985877464,0.26510067114094,0.0289045484755567,0.457046979865772
AUA,Sensory neuron,GS,AUAR,10,6,16,33,57,90,122,0.00382901261691043,157.014619606643,0.00492795868453464,Inf,0.0189231364903065,0.252136752136752,0.0298712203740947,0.427991452991453
AVM,Sensory neuron,GS,AVM,7,12,19,7,45,52,122.833333333333,0.00385516707467621,253.936550644694,0.0079698873468299,Inf,0.0113080741673934,0.248484848484848,0.0192458210851401,0.445757575757576
AWA,Sensory neuron,GS,AWAL,6,13,19,6,47,53,12,0.000376624191827255,175.159828035188,0.00549745238952947,Inf,0.0131737156085246,0.27710843373494,0.0251207720006109,0.561495983935743
AWA,Sensory neuron,GS,AWAR,7,12,19,8,43,51,1,3.13853493189379e-05,180.284169135396,0.00565828162498888,Inf,0.0154655718069834,0.315151515151515,0.0278465788049702,0.583030303030303
AWB,Sensory neuron,GS,AWBL,11,11,22,18,34,52,106,0.00332684702780742,185.862422615429,0.00583335705904931,Inf,0.0131116697930414,0.281938325991189,0.0232769887754914,0.543098384728341
AWB,Sensory neuron,GS,AWBR,11,11,22,20,27,47,137,0.0042997928566945,424.141101391741,0.0133118166276989,Inf,0.0105780250845842,0.237777777777778,0.0193445023313025,0.474740740740741
AWC,Sensory neuron,GS,AWCL,9,15,24,34,60,94,277.5,0.00870943443600527,627.503402983163,0.0196944135014488,Inf,0.0164238333404221,0.209259259259259,0.0295570965856981,0.428024691358025
AWC,Sensory neuron,GS,AWCR,12,11,23,71,68,139,2646,0.0830456342979097,170.522992922776,0.00535192369979212,Inf,0.0301122662109852,0.315040650406504,0.0525432905897242,0.606368563685637
BAG,Sensory neuron,GS,BAGL,14,6,20,47,49,96,593,0.0186115121461302,129.524705521184,0.00406517812821494,Inf,0.0167296766595515,0.23936170212766,0.029084736986215,0.447517730496454
BAG,Sensory neuron,GS,BAGR,12,12,24,39,74,113,1377.33333333333,0.0432280877952838,235.595476056534,0.00739424631399579,Inf,0.0174952898214241,0.254612546125461,0.0316333196479504,0.508948339483395
DVA,Modulatory neuron,GS,DVA,9,32,41,21,59,80,300.166666666667,0.00942083568723453,756.665045771389,0.0237481967789652,Inf,0.00571646508573335,0.123774509803922,0.0107356145927264,0.251158380018674
FLP,Sensory neuron,GS,FLPL,5,16,21,5,39,44,16.5,0.000517858263762476,241.47005889387,0.00757862214844863,Inf,0.00712064399592071,0.181159420289855,0.00956024683537949,0.262882447665056
FLP,Sensory neuron,GS,FLPR,4,10,14,5,27,32,2,6.27706986378758e-05,60.0187926182053,0.00188371077202327,Inf,0.0112566958104393,0.280898876404494,0.0120435716422094,0.308988764044944
IL2,Sensory neuron,GS,IL2DL,2,13,15,2,71,73,13,0.000408009541146193,51.9779244423495,0.0016313453154965,Inf,0.00884568329516718,0.120192307692308,0.0121102287365002,0.174278846153846
IL2,Sensory neuron,GS,IL2DR,0,11,11,0,51,51,0,0,0,0,2.90833333333333,0.00841955287937335,0.1,0.00841955287937335,0.1
IL2,Sensory neuron,GS,IL2L,7,14,21,14,36,50,727.5,0.0228328416295273,399.692822430542,0.0125444988522548,Inf,0.0048939069500227,0.112745098039216,0.00836586126907806,0.207720588235294
IL2,Sensory neuron,GS,IL2R,6,14,20,16,41,57,713.5,0.0223934467390622,156.190981425949,0.00490210851252116,Inf,0.00690347715464819,0.151351351351351,0.0118277392264093,0.268153153153153
IL2,Sensory neuron,GS,IL2VL,1,11,12,1,51,52,0,0,7.86427870225824,0.000246823134211859,Inf,0.00745825821923326,0.106060606060606,0.00854446980462371,0.132575757575758
IL2,Sensory neuron,GS,IL2VR,2,14,16,2,57,59,1,3.13853493189379e-05,32.2381519831724,0.00101180566138888,Inf,0.00944934748036354,0.184873949579832,0.0159339755391357,0.313375350140056
OLL,Sensory neuron,GS,OLLL,9,18,27,30,117,147,1399,0.0439081036971941,269.073742992244,0.00844497341636569,Inf,0.0128428625424045,0.178260869565217,0.0244484589486355,0.39494708994709
OLL,Sensory neuron,GS,OLLR,6,14,20,33,115,148,1744,0.0547360492122277,244.480921731424,0.00767311913035668,Inf,0.01745178983035,0.203208556149733,0.0292402043816375,0.374955436720143
OLQ,Sensory neuron,GS,OLQDL,5,12,17,23,26,49,362,0.0113614964534555,240.701194896506,0.00755449108331259,Inf,0.00926696872523838,0.200757575757576,0.0161005175870645,0.364583333333333
OLQ,Sensory neuron,GS,OLQDR,6,8,14,24,17,41,319,0.0100119264327412,113.400333987226,0.00355910909507331,Inf,0.00714918752908807,0.138888888888889,0.0118505266388942,0.242592592592593
OLQ,Sensory neuron,GS,OLQVL,8,8,16,22,19,41,521.5,0.0163674596698261,161.466738243682,0.00506768998316747,Inf,0.00487729909949571,0.126050420168067,0.00656261292630462,0.171918767507003
OLQ,Sensory neuron,GS,OLQVR,8,8,16,28,22,50,303.5,0.00952545351829766,187.912250271433,0.0058976916160766,Inf,0.00838712902350104,0.175213675213675,0.0130369558235966,0.281410256410256
PLN,Sensory neuron,GS,PLNL,3,3,6,4,18,22,3,9.41560479568138e-05,83.2212428711546,0.00261192777826736,Inf,0.0146510191723498,0.25,0.0165301669579993,0.285714285714286
PLN,Sensory neuron,GS,PLNR,1,5,6,3,21,24,109,0.00342100307576423,65.1346740608223,0.00204427449817407,Inf,0.0169305781134413,0.214285714285714,0.0206335413286023,0.267857142857143
SAA,Sensory neuron,GS,SAADL,12,6,18,34,35,69,1656,0.0519741384721612,283.570123436957,0.00889994738048325,Inf,0.0137010020589649,0.231788079470199,0.0229735684595238,0.405794701986755
SAA,Sensory neuron,GS,SAADR,12,9,21,34,36,70,391,0.0122716715837047,278.350562348817,0.00873612963244042,Inf,0.00884448807886268,0.173913043478261,0.0131745253150894,0.261755233494364
SAA,Sensory neuron,GS,SAAVL,10,6,16,32,46,78,403,0.012648295775532,165.599965144438,0.00519741275326213,Inf,0.0141978519272849,0.183760683760684,0.0205771457453071,0.306980056980057
SAA,Sensory neuron,GS,SAAVR,9,4,13,36,50,86,469,0.0147197288305819,46.2180926201218,0.00145057098173755,Inf,0.0186593164483445,0.223684210526316,0.0256569504104207,0.300548245614035
SDQ,Sensory neuron,GS,SDQL,4,9,13,4,13,17,0,0,37.956176903123,0.00119126787091592,Inf,0.0048971379936687,0.155844155844156,0.00605277447691738,0.20021645021645
SDQ,Sensory neuron,GS,SDQR,2,9,11,2,24,26,3,9.41560479568138e-05,28.7984324322967,0.000903848861725464,Inf,0.00520860127485944,0.145454545454545,0.00614528548900873,0.178787878787879
URB,Sensory neuron,GS,URBL,6,19,25,9,40,49,146,0.00458226100056494,161.097528085768,0.00505610219338923,Inf,0.00729474405216456,0.202702702702703,0.0136194320997762,0.368524774774775
URB,Sensory neuron,GS,URBR,3,12,15,8,24,32,874,0.0274307953047517,115.564722147258,0.0036270391735377,Inf,0.00809314948584722,0.199029126213592,0.0146123675551537,0.360355987055016
URX,Sensory neuron,GS,URXL,10,11,21,31,66,97,1176.33333333333,0.0369196325821773,238.16163108049,0.00747478598582921,Inf,0.0125994652001994,0.174757281553398,0.0208264571938404,0.347370550161812
URX,Sensory neuron,GS,URXR,9,12,21,25,75,100,1053.5,0.0330644655075011,417.465626838578,0.0131023045269782,Inf,0.0107651725047815,0.163414634146341,0.0170071739741334,0.284512195121951
URY,Sensory neuron,GS,URYDL,5,14,19,6,56,62,267,0.00837988826815642,421.315663322646,0.0132231392669213,Inf,0.009621697383411,0.154761904761905,0.0134923401769358,0.225694444444444
URY,Sensory neuron,GS,URYDR,6,9,15,8,43,51,28,0.000878789780930262,285.821993597646,0.00897062311209737,Inf,0.0112396961658038,0.16504854368932,0.015203805020562,0.243932038834951
URY,Sensory neuron,GS,URYVL,8,12,20,12,54,66,14,0.000439394890465131,108.026449022436,0.00339044783825358,Inf,0.0122358833350884,0.192513368983957,0.0185614773049712,0.326069518716578
URY,Sensory neuron,GS,URYVR,7,15,22,9,47,56,16,0.000502165589103007,134.514370062471,0.00422178049282754,Inf,0.00504894958581575,0.1,0.00804736182125116,0.167753623188406
ADA,Interneuron,GS,ADAL,14,14,28,25,54,79,300,0.00941560479568138,487.112800762432,0.0152882054096551,Inf,0.00625862296686184,0.13262599469496,0.0110104395866835,0.260035366931919
ADA,Interneuron,GS,ADAR,11,11,22,17,51,68,285.5,0.00896051723055678,130.154181210723,0.0040849344426189,Inf,0.00616320410393964,0.128260869565217,0.00909027728868675,0.195471014492754
AIA,Interneuron,GS,AIAL,20,9,29,113,37,150,3702,0.116188563178708,447.011239330684,0.0140296038958849,Inf,0.0180785346227889,0.23375,0.0348952392356979,0.522041666666667
AIA,Interneuron,GS,AIAR,18,10,28,123,43,166,3614.66666666667,0.113447576004854,651.688570174587,0.0204534734220886,Inf,0.0171880945031847,0.207547169811321,0.0315092657777816,0.432434860736748
AIB,Interneuron,GS,AIBL,29,20,49,161,73,234,1890,0.0593183102127927,1188.28430585767,0.0372947180295546,Inf,0.0102270997784614,0.134730538922156,0.0266337165895485,0.393179966597417
AIB,Interneuron,GS,AIBR,27,23,50,169,75,244,1470.66666666667,0.0461573870650513,938.098242667286,0.0294425410415946,Inf,0.0111255777821036,0.148770491803279,0.029233637316955,0.419555523028884
AIN,Interneuron,GS,AINL,3,14,17,3,41,44,2,6.27706986378758e-05,124.385739729262,0.00390388989169739,Inf,0.00963547658246265,0.17910447761194,0.01657323574019,0.32089552238806
AIN,Interneuron,GS,AINR,6,12,18,9,33,42,67.6666666666667,0.00212374197058147,277.395658326265,0.00870615963612658,Inf,0.00646062931030776,0.125827814569536,0.0122094605398594,0.252152317880795
AIY,Interneuron,GS,AIYL,11,15,26,61,33,94,666,0.0209026426464127,415.837789719328,0.0130512142903562,Inf,0.0132661889706267,0.215625,0.0282510704059479,0.493385416666667
AIY,Interneuron,GS,AIYR,12,9,21,65,28,93,958,0.0300671646475425,211.507755928992,0.00663824480349606,Inf,0.0180259130579113,0.290243902439024,0.0325888300563721,0.550691056910569
AIZ,Interneuron,GS,AIZL,19,20,39,94,132,226,4029.5,0.12646726508066,903.891162218534,0.0283689398725295,Inf,0.0127977631964295,0.16508152173913,0.0282980788648148,0.397780797101449
AIZ,Interneuron,GS,AIZR,14,17,31,73,111,184,3660,0.114870378507313,544.768000759691,0.0170977340016223,Inf,0.0144207233757566,0.195652173913043,0.0324167287686483,0.453242753623188
AVA,Interneuron,GS,AVAL,35,0,35,157,0,157,0,0,0,0,Inf,0.00634920146072949,0.115126050420168,0.0206835724228915,0.368887555022009
AVA,Interneuron,GS,AVAR,32,0,32,152,0,152,0,0,0,0,Inf,0.00703986274404425,0.122983870967742,0.0220656469786172,0.383611751152074
AVB,Interneuron,GS,AVBL,29,0,29,139,0,139,0,0,0,0,Inf,0.00794317466483619,0.112068965517241,0.0220388068248805,0.345047501759324
AVB,Interneuron,GS,AVBR,28,0,28,139,0,139,0,0,0,0,Inf,0.00788020575780063,0.126984126984127,0.0205856863420557,0.342564247921391
AVD,Interneuron,GS,AVDL,16,0,16,44,0,44,0,0,0,0,Inf,0.00576116302972956,0.1375,0.00991999025230192,0.253333333333333
AVD,Interneuron,GS,AVDR,18,0,18,51,0,51,0,0,0,0,Inf,0.00583870303119837,0.124183006535948,0.0100452642378098,0.230555555555556
AVE,Interneuron,GS,AVEL,39,0,39,173,0,173,0,0,0,0,Inf,0.00827115002682302,0.125506072874494,0.02548598157312,0.408940620782726
AVE,Interneuron,GS,AVER,33,0,33,156,0,156,0,0,0,0,Inf,0.00957103935262373,0.125,0.0265719366003911,0.381748286435786
AVJ,Modulatory neuron,GS,AVJL,17,7,24,32,9,41,205.5,0.00644968928504174,591.708643962385,0.0185709824857945,Inf,0.00584743013790963,0.170955882352941,0.00917875347029884,0.287837009803922
AVJ,Modulatory neuron,GS,AVJR,15,10,25,42,13,55,303.666666666667,0.00953068440985081,745.037931286286,0.023383275729279,Inf,0.00693356445536398,0.15993265993266,0.0102636597949885,0.252328843995511
BDU,Interneuron,GS,BDUL,6,14,20,21,20,41,336.5,0.0105611700458226,339.705596891042,0.0106617788240237,Inf,0.00660247875443095,0.184491978609626,0.0109920597577862,0.307932263814617
BDU,Interneuron,GS,BDUR,8,8,16,25,23,48,823.666666666667,0.0258510660556985,130.09264225701,0.00408300302105989,Inf,0.01297394975568,0.292035398230089,0.0248962608345032,0.587315634218289
PVC,Interneuron,GS,PVCL,13,19,32,43,43,86,185.333333333333,0.00581675140710983,316.336299013535,0.00992832524679979,Inf,0.00709240501362863,0.158536585365854,0.0122907217229488,0.298715156794425
PVC,Interneuron,GS,PVCR,9,15,24,27,51,78,178.5,0.00560228485343042,169.600015592808,0.00532295573387758,Inf,0.00688206787263891,0.144160583941606,0.00970232562230042,0.217852798053528
PVP,Interneuron,GS,PVPL,5,15,20,13,36,49,41.3333333333333,0.00129726110518277,152.336266109421,0.00478112692578685,Inf,0.0112951360153831,0.241935483870968,0.016889686071235,0.386872759856631
PVP,Interneuron,GS,PVPR,4,14,18,8,32,40,67,0.00210281840436884,85.656645769745,0.00268836374897197,Inf,0.0108666564310542,0.23489932885906,0.0164228707067788,0.374720357941835
PVR,Interneuron,GS,PVR,6,9,15,7,54,61,51,0.00160065281526583,397.596109585074,0.0124786927871783,Inf,0.0043026020066078,0.0721153846153846,0.00467982759116112,0.0793269230769231
PVT,Interneuron,GS,PVT,5,15,20,5,74,79,319,0.0100119264327412,412.725157283873,0.012953523234068,Inf,0.0135817571031707,0.184491978609626,0.0195537440667592,0.286319073083779
RIA,Interneuron,GS,RIAL,26,21,47,235,277,512,4322,0.13564747975645,782.416786326645,0.0245564241518626,Inf,0.0259426053977343,0.15406162464986,0.0577920229258247,0.41447356720466
RIA,Interneuron,GS,RIAR,28,21,49,238,317,555,3592,0.112736174753625,1134.11793229762,0.0355946874740324,Inf,0.0237958231583123,0.133676092544987,0.0504230176192959,0.342052270779777
RIB,Interneuron,GS,RIBL,19,20,39,126,56,182,2070,0.0649676730902015,737.027561276118,0.0231318674683359,Inf,0.0151872405983176,0.213013698630137,0.0328023006787961,0.480034246575342
RIB,Interneuron,GS,RIBR,19,19,38,116,48,164,1038.5,0.032593685267717,1003.92714170219,0.0315086040330861,Inf,0.0114051258915402,0.174820143884892,0.0258874404304529,0.428433538883179
RIF,Interneuron,GS,RIFL,9,14,23,12,37,49,272,0.00853681501475112,347.584436619331,0.0109090589611239,Inf,0.00668368067304068,0.168,0.0123710331862483,0.33902380952381
RIF,Interneuron,GS,RIFR,9,10,19,15,38,53,581.833333333333,0.0182610424120687,267.988056858357,0.00841089877780293,Inf,0.00734052884611757,0.188622754491018,0.0124080516880896,0.308832335329341
RIG,Interneuron,GS,RIGL,16,20,36,61,70,131,2269,0.0712133576046701,694.290709253181,0.0217905564388042,Inf,0.0114149847498831,0.170144462279294,0.02368485727093,0.391047542612551
RIG,Interneuron,GS,RIGR,15,20,35,62,67,129,1938,0.0608248069801017,908.880418354403,0.0285255294191954,Inf,0.00973934891383609,0.155612244897959,0.0233641850675673,0.400850340136054
RIH,Interneuron,GS,RIH,12,26,38,39,102,141,1976.5,0.0620331429288808,823.675179045425,0.0258513332196794,Inf,0.0068709388395309,0.112625538020086,0.0180450658042219,0.323590899774544
RIM,Interneuron,GS,RIML,20,25,45,108,83,191,1368.66666666667,0.0429560814345197,1024.07383974172,0.0321409151886798,Inf,0.0107066178408436,0.174180327868852,0.0282200958411392,0.440362753708041
RIM,Interneuron,GS,RIMR,18,23,41,119,81,200,2732,0.0857447743393384,754.07858049737,0.0236670196628388,Inf,0.0125042110410822,0.193588162762022,0.0323735109969388,0.471557747636663
RIP,Interneuron,GS,RIPL,10,0,10,74,0,74,0,0,0,0,Inf,0.0158930098823803,0.177777777777778,0.0218507896645754,0.250925925925926
RIP,Interneuron,GS,RIPR,14,0,14,72,0,72,0,0,0,0,Inf,0.00970124103521055,0.137362637362637,0.0134879521260715,0.193223443223443
RIR,Interneuron,GS,RIR,15,20,35,54,79,133,2518.33333333333,0.079038771368192,663.965552005748,0.0208387907854418,Inf,0.0122529592313462,0.184931506849315,0.0253365972313037,0.420450097847358
IL1,Motor neuron,GS,IL1DL,6,8,14,25,19,44,334,0.0104827066725253,194.70789946648,0.00611097543991212,Inf,0.0149893198859321,0.224719101123595,0.0255430522131872,0.427996254681648
IL1,Motor neuron,GS,IL1DR,8,5,13,32,21,53,269,0.0084426589667943,59.8668755992895,0.0018789428033171,Inf,0.0166263230673557,0.203947368421053,0.0199668568467155,0.25219298245614
IL1,Motor neuron,GS,IL1L,10,8,18,12,16,28,0,0,85.1854136192956,0.0026735739633198,Inf,0.00955928478981542,0.230263157894737,0.0151313193270972,0.379111842105263
IL1,Motor neuron,GS,IL1R,12,12,24,21,24,45,178,0.00558659217877095,689.710135274498,0.0216467935244021,Inf,0.0093604242730221,0.195970695970696,0.0195757518705692,0.44212308855166
IL1,Motor neuron,GS,IL1VL,7,6,13,22,18,40,166.5,0.00522566066160316,110.436479575082,0.0034660874890177,Inf,0.0120788383715712,0.177631578947368,0.0140892930864245,0.221491228070175
IL1,Motor neuron,GS,IL1VR,9,3,12,22,7,29,9,0.000282468143870441,27.5788843751797,0.000865572919941613,Inf,0.0130475447239957,0.234848484848485,0.0167358299594713,0.313131313131313
RIV,Motor neuron,GS,RIVL,7,9,16,10,28,38,39,0.00122402862343858,33.5345635287149,0.00105249399060683,Inf,0.0254585427321222,0.337606837606838,0.0327855618080649,0.450854700854701
RIV,Motor neuron,GS,RIVR,12,10,22,24,30,54,96,0.00301299353461804,182.830033846959,0.00573818447828006,Inf,0.0135062179588981,0.213973799126638,0.0234182579724773,0.414919941775837
RMD,Motor neuron,GS,RMDDL,18,4,22,118,16,134,474,0.0148766555771766,280.655787755919,0.00880847993710121,Inf,0.0181197273907371,0.166666666666667,0.026895470121156,0.286549707602339
RMD,Motor neuron,GS,RMDDR,21,6,27,124,18,142,363,0.0113928818027745,611.934954051632,0.0192057922933787,Inf,0.0145228440603787,0.145533141210375,0.0236366237604444,0.279881981611088
RMD,Motor neuron,GS,RMDL,26,16,42,124,58,182,2573.5,0.0807701964722867,1031.07921759436,0.0323607814196961,Inf,0.0158915882634798,0.193661971830986,0.031811303302828,0.453815252626872
RMD,Motor neuron,GS,RMDR,25,11,36,131,40,171,689,0.0216245056807482,269.59061044282,0.00846119548185362,Inf,0.0204973455555699,0.213942307692308,0.0387290958835619,0.488194444444444
RMD,Motor neuron,GS,RMDVL,21,5,26,142,15,157,183,0.00574351892536564,247.083339935428,0.00775479693476328,Inf,0.0161084650616094,0.156832298136646,0.0296494160115266,0.344598491570541
RMD,Motor neuron,GS,RMDVR,16,4,20,133,19,152,572.5,0.017968112485092,110.421202851398,0.00346560802370841,Inf,0.0217488505855162,0.162234042553191,0.0371607156656064,0.320352077001013
RME,Motor neuron,GS,RMED,14,3,17,31,4,35,119,0.00373485656895361,213.800713637072,0.00671021008213772,Inf,0.00368553467151173,0.0851851851851852,0.00612222105289767,0.136543209876543
RME,Motor neuron,GS,RMEL,13,1,14,36,1,37,2,6.27706986378758e-05,107.661847664764,0.00337900469728091,Inf,0.005757836479955,0.133333333333333,0.00828828890499336,0.202777777777778
RME,Motor neuron,GS,RMER,14,0,14,38,0,38,0,0,0,0,Inf,0.00454051003280585,0.104395604395604,0.00692670160014767,0.167490842490843
RME,Motor neuron,GS,RMEV,15,3,18,32,4,36,314,0.00985499968614651,201.653672610826,0.0063289709563375,Inf,0.00262325634506695,0.0723684210526316,0.00418524882795897,0.11156798245614
RMF,Motor neuron,GS,RMFL,21,12,33,49,43,92,1348.5,0.0423231435565878,1031.03494547892,0.0323593919238881,Inf,0.0102361283757377,0.192898272552783,0.0226017074361791,0.449904030710173
RMF,Motor neuron,GS,RMFR,13,16,29,41,44,85,879.5,0.0276034147260059,605.394021740203,0.019000502847913,Inf,0.0115231002266992,0.199257425742574,0.0264996666328996,0.47450495049505
RMH,Motor neuron,GS,RMHL,13,6,19,26,14,40,320,0.0100433117820601,565.067247271848,0.0177348329443176,Inf,0.00791276710435981,0.173652694610778,0.0141122380180824,0.331037924151697
RMH,Motor neuron,GS,RMHR,13,5,18,31,15,46,288,0.00903898060385412,152.613905879597,0.00478984074695866,Inf,0.010903845860565,0.236666666666667,0.0170726485426319,0.398055555555556
SIA,Motor neuron,GS,SIADL,9,0,9,22,0,22,0,0,0,0,Inf,0.00851152848959395,0.125,0.00931168930834623,0.157407407407407
SIA,Motor neuron,GS,SIADR,5,0,5,17,0,17,0,0,0,0,Inf,0.0207646353522689,0.1,0.0207646353522689,0.1
SIA,Motor neuron,GS,SIAVL,3,0,3,22,0,22,0,0,0,0,Inf,0.0583106985961899,0.5,0.0635491825158528,0.583333333333333
SIA,Motor neuron,GS,SIAVR,4,0,4,18,0,18,0,0,0,0,Inf,0.0250474208962726,0.333333333333333,0.0250474208962726,0.333333333333333
SIB,Motor neuron,GS,SIBDL,6,0,6,12,0,12,0,0,0,0,Inf,0.000823477810388806,0.0333333333333333,0.000823477810388806,0.0333333333333333
SIB,Motor neuron,GS,SIBDR,10,0,10,21,0,21,0,0,0,0,Inf,0.00397036093766543,0.122222222222222,0.00492996755427954,0.162962962962963
SIB,Motor neuron,GS,SIBVL,8,0,8,14,0,14,0,0,0,0,Inf,0.00114142893903882,0.0535714285714286,0.00114142893903882,0.0535714285714286
SIB,Motor neuron,GS,SIBVR,7,0,7,14,0,14,0,0,0,0,Inf,0.00132928202701357,0.0476190476190476,0.00132928202701357,0.0476190476190476
SMB,Motor neuron,GS,SMBDL,10,6,16,26,21,47,400,0.0125541397275752,143.275780903273,0.00449676043259284,Inf,0.00296529826737438,0.0588235294117647,0.00361256060347193,0.0728291316526611
SMB,Motor neuron,GS,SMBDR,12,9,21,27,22,49,314,0.00985499968614651,399.835137831551,0.0125489654708289,Inf,0.00368178941797899,0.0841346153846154,0.00511325276436045,0.122195512820513
SMB,Motor neuron,GS,SMBVL,17,4,21,56,13,69,811.5,0.0254692109723181,171.125167175126,0.00537082314905299,Inf,0.00713286357312583,0.137019230769231,0.0163856617692503,0.339342948717949
SMB,Motor neuron,GS,SMBVR,13,5,18,34,18,52,645,0.020243550310715,411.961064415455,0.0129295419124806,Inf,0.00331635397847011,0.07,0.00505897149614006,0.115
SMD,Motor neuron,GS,SMDDL,20,6,26,97,26,123,274,0.00859958571338899,520.682345467234,0.016341797296693,Inf,0.0216061649025669,0.215625,0.0383764906315162,0.4353125
SMD,Motor neuron,GS,SMDDR,21,7,28,106,25,131,499,0.01566128931015,346.914358345196,0.0108880283204192,Inf,0.0224326892120425,0.254032258064516,0.0380373267904044,0.483224526369688
SMD,Motor neuron,GS,SMDVL,23,3,26,96,25,121,957,0.0300357792982236,92.3546119249557,0.00289858175647968,Inf,0.020581960995893,0.203416149068323,0.0369448945498201,0.436516563146998
