,cell_name,cell_type_herm,Gender_herm,indegree_herm,outdegree_herm,degree_herm,instrength_herm,outstrength_herm,strength_herm,BC_wei_herm,BC_wei_norm_herm,BC_bin_herm,BC_bin_norm_herm,eccentricity_herm,CC_wei_herm,CC_bin_herm,LE_wei_herm,LE_bin_herm,cell_type_male,Gender_male,indegree_male,outdegree_male,degree_male,instrength_male,outstrength_male,strength_male,BC_wei_male,BC_wei_norm_male,BC_bin_male,BC_bin_norm_male,eccentricity_male,CC_wei_male,CC_bin_male,LE_wei_male,LE_bin_male
153,AVBL,interneuron,GS,65,44,109,470,197,667,4914.0,0.0633557669993038,3176.25612930579,0.0409511891042752,1.28501400560224,0.0023456950155184,0.145566376217324,0.0075082293109555,0.513504470641836,interneuron,GS,55,34,89,605,259,864,7701.0,0.0605939004815409,4727.06778952397,0.037194062486419,inf,0.0043340885849601,0.169452301362818,0.0122561814255317,0.459715118887393
154,AVBR,interneuron,GS,67,43,110,462,183,645,4236.0,0.0546143730177149,3844.94464628819,0.0495725309595961,1.29761904761905,0.0020360021010683,0.124476110645432,0.0071998202727015,0.498393405979324,interneuron,GS,61,48,109,577,254,831,8755.0,0.0688871054039593,9353.40157234305,0.0735955179896693,inf,0.0030652712773182,0.162393162393162,0.0100435455127151,0.456828128696475
155,AVAL,interneuron,GS,90,58,148,894,485,1379,15953.0,0.205680616796885,5537.05076736002,0.0713887053887215,1.25952380952381,0.0027340047766595,0.11915974145891,0.0103895360048096,0.490209295167744,interneuron,GS,71,59,130,1293,1092,2385,45021.5,0.354243382746357,9693.21893609628,0.0762693083443197,inf,0.0051624365316353,0.132545301812072,0.0174760901486629,0.492347693907756
156,AVAR,interneuron,GS,89,70,159,935,542,1477,22749.5,0.293307289652149,7833.81977809603,0.101000744927877,1.22619047619048,0.0025039989125404,0.112386054693747,0.0096130937814694,0.482000639692947,interneuron,GS,73,63,136,1122,975,2097,26753.0,0.210501054354326,12410.5172955788,0.0976498701380007,inf,0.0044353472911197,0.115911081909768,0.014840763196037,0.45719852220345
157,PVCL,interneuron,GS,46,50,96,448,322,770,3404.5,0.043893917124365,1588.45096231754,0.0204797576431441,1.27621452621453,0.0040072133600162,0.212472406181015,0.009612619063826,0.550617994779671,interneuron,GS,36,31,67,286,164,450,4644.0,0.0365404588801813,1243.36143618111,0.0097831605150687,inf,0.0042457605570466,0.215360072926162,0.0095971568114833,0.53084548769371
158,PVCR,interneuron,GS,45,52,97,477,388,865,12930.0,0.166705345401098,1598.68510640159,0.0206117055568653,1.26322751322751,0.0043764100861645,0.196841877568678,0.0105359666955425,0.564829836325618,interneuron,GS,36,42,78,387,309,696,3307.0,0.0260205205677777,1993.58175328267,0.0156861309388684,inf,0.0052232240870948,0.222521008403361,0.0111957302765533,0.562997198879552
159,RIPL,interneuron,GS,20,11,31,200,34,234,1451.0,0.0187076145535185,227.859184057435,0.0029377682893354,1.41413373860182,0.0041320591548273,0.251091703056769,0.0085008276111467,0.46,interneuron,GS,8,0,8,169,0,169,0.0,0.0,0.0,0.0,inf,0.0099896679357155,0.214285714285714,0.0110112698366269,0.223214285714286
160,RIPR,interneuron,GS,19,11,30,238,20,258,83.0,0.0010701116526133,373.477174156831,0.0048152081451849,1.66414141414141,0.0034180520276502,0.215116279069767,0.0077346701646955,0.502829457364341,interneuron,GS,15,1,16,217,1,218,0.0,0.0,111.851593702567,0.0008800836693306,inf,0.0048615203450008,0.168067226890756,0.010874500214318,0.420728291316527
161,URADL,motorneuron,GS,5,5,10,33,28,61,51.0,0.0006575384853407,55.9969343907706,0.0007219635180986,1.03452380952381,0.0070359692894903,0.395348837209302,0.0078814915794013,0.437403100775194,motorneuron,GS,2,1,3,14,16,30,0.0,0.0,35.4967357127743,0.0002792995287883,inf,0.0061538461538461,0.166666666666667,0.0061538461538461,0.166666666666667
162,URADR,motorneuron,GS,6,5,11,23,23,46,0.0,0.0,31.4310381520649,0.0004052375925332,1.55808080808081,0.0051558006842862,0.355769230769231,0.0059369945268371,0.415064102564103,motorneuron,GS,2,3,5,15,28,43,1.0,7.86831586567211e-06,31.7732915775605,0.0002500022942243,inf,0.0075260425632989,0.333333333333333,0.0065263783792945,0.277777777777778
163,URAVL,motorneuron,GS,10,15,25,42,66,108,373.0,0.0048090559810216,293.842880995053,0.0037884902528951,1.38275613275613,0.0035453473800892,0.268041237113402,0.0058831745389371,0.501746849942726,motorneuron,GS,3,6,9,64,63,127,579.0,0.0045557548862241,25.5393726042609,0.0002009518506614,inf,0.0106264403326024,0.338235294117647,0.0101117017860403,0.436274509803921
164,URAVR,motorneuron,GS,7,13,20,31,46,77,5.0,6.4464557386349e-05,77.785802598668,0.001002885467093,1.41352438411262,0.0036895130077789,0.295698924731183,0.0062816113249697,0.598566308243727,motorneuron,GS,3,3,6,52,49,101,424.0,0.0033361659270449,1.33560606060606,1.05089703569545e-05,inf,0.0161707904435834,0.571428571428571,0.0172130812177688,0.56547619047619
165,RMEL,motorneuron,GS,14,5,19,79,11,90,2.0,2.57858229545396e-05,63.0401494091904,0.0008127710658465,1.67474747474747,0.0019534046913914,0.169642857142857,0.0036348439263922,0.354546957671958,motorneuron,GS,7,5,12,35,8,43,0.0,0.0,48.8228199132805,0.0003841533685305,inf,0.0025330705266392,0.341269841269841,0.0033609823075204,0.13953488372093
166,RMER,motorneuron,GS,18,7,25,92,18,110,9.0,0.0001160362032954,87.5717394441908,0.0011290546845644,1.48989898989899,0.0036575249495679,0.331058020477816,0.0061917951649364,0.494838056680162,motorneuron,GS,15,5,20,72,10,82,352.0,0.0027696471847165,245.215632836052,0.0019294340543547,inf,0.0027632475576411,0.298387096774194,0.0049854343092471,0.280666666666667
167,RMED,motorneuron,GS,17,11,28,80,26,106,40.0,0.0005157164590907,326.890318312983,0.0042145679367858,1.60549038774845,0.0023073877882672,0.278378378378378,0.0048303215568252,0.280529350104822,motorneuron,GS,11,8,19,109,35,144,53.0,0.0004170207408806,419.593691387611,0.003301495699081,inf,0.0022665067104336,0.173652694610778,0.0043351454647781,0.273702594810379
168,RMEV,motorneuron,GS,24,16,40,114,33,147,164.0,0.0021144374822722,594.499399296874,0.0076648281284246,1.47474747474747,0.0016531235539381,0.179921773142112,0.0038026162545194,0.42916123424598,motorneuron,GS,11,5,16,65,19,84,0.0,0.0,262.508017994407,0.0020654960028515,inf,0.0030174603396601,0.193965517241379,0.0033784762417569,0.235632183908046
169,RMDDL,motorneuron,GS,32,15,47,325,56,381,996.0,0.0128413398313607,279.601765239888,0.0036048808081262,1.23989898989899,0.0046330685207609,0.25703564727955,0.0090363240383881,0.568363039399625,motorneuron,GS,13,3,16,343,48,391,672.0,0.0052875082617316,132.688191675083,0.0010440326037444,inf,0.0154836918446782,0.333333333333333,0.0241186578147672,0.562678062678063
170,RMDDR,motorneuron,GS,27,12,39,305,45,350,226.0,0.0029137979938629,250.631978928506,0.0032313759176981,1.31944444444444,0.0040901277411413,0.207534246575342,0.0079135247095005,0.482762557077625,motorneuron,GS,16,6,22,444,69,513,1800.0,0.0141629685582098,237.535298781762,0.0018690027600617,inf,0.0132996472502537,0.241150442477876,0.0227800034519973,0.484882005899705
171,RMDL,motorneuron,GS,31,27,58,184,100,284,947.0,0.0122095871689745,519.674476031945,0.0067001170164764,1.26117558564367,0.0032613999412278,0.235762400489896,0.006986204663282,0.571647274954072,motorneuron,GS,11,2,13,109,4,113,0.0,0.0,0.7329579519208,5.76714468196897e-06,inf,0.0097621142598061,0.473684210526316,0.0145535391568563,0.636574074074074
172,RMDR,motorneuron,GS,32,16,48,209,80,289,1065.0,0.0137309507232923,365.863654508422,0.0047170477103275,1.26334008780817,0.0043295135694064,0.280520646319569,0.0085571094368853,0.612021244763615,motorneuron,GS,22,18,40,226,157,383,6680.0,0.0525603499826897,2132.34645738087,0.0167779754617196,inf,0.0054563471562504,0.19921875,0.0117105620009353,0.496223958333333
173,RMDVL,motorneuron,GS,27,18,45,296,77,373,402.0,0.0051829504138624,464.666987041764,0.0059909103303391,1.34383468834688,0.0037786571797066,0.189230769230769,0.0082745086700407,0.487915750915751,motorneuron,GS,15,5,20,366,83,449,443.0,0.0034856639284927,470.50106266285,0.0037020509761656,inf,0.0109209843798587,0.17741935483871,0.0125895415875147,0.239560931899642
174,RMDVR,motorneuron,GS,32,21,53,309,103,412,4443.0,0.0572832056935097,750.024824786608,0.0096700036717285,1.19444444444444,0.0044494578126834,0.263061074319352,0.0094444377083754,0.521280827366746,motorneuron,GS,16,7,23,359,96,455,311.0,0.002447046234224,374.1965123127,0.0029442963547091,inf,0.0090944390343745,0.198380566801619,0.017224541614119,0.466025641025641
175,RIVL,motorneuron,GS,17,12,29,81,82,163,178.0,0.002294938242954,67.7153426081065,0.0008730479178993,1.32873467112598,0.004295553320918,0.305555555555556,0.0082331328568525,0.599747474747475,motorneuron,GS,7,10,17,50,127,177,111.0,0.0008733830610896,75.939742811878,0.0005975178832017,inf,0.0128354753860463,0.431297709923664,0.0170869898149116,0.588804071246819
176,RIVR,motorneuron,GS,14,14,28,78,94,172,276.0,0.0035584435677264,84.0967499047448,0.0010842519520479,1.34775641025641,0.004571266812123,0.278378378378378,0.0085906747526494,0.560855855855856,motorneuron,GS,16,16,32,103,152,255,869.0,0.006837566487269,741.621980348567,0.0058353159943078,inf,0.0048515820010704,0.250513347022587,0.0100747128278382,0.375675160774692
177,RMHL,motorneuron,GS,20,13,33,81,22,103,34.0,0.0004383589902271,253.490183804292,0.0032682265001455,1.49250675447484,0.0014706509014141,0.188697318007663,0.0036538290648551,0.471791187739464,motorneuron,GS,19,13,32,93,54,147,721.0,0.0056730557391495,2557.68785918365,0.0201246959618516,inf,0.0015915621803309,0.125773195876289,0.0034087797420866,0.292187039764359
178,RMHR,motorneuron,GS,16,11,27,86,33,119,124.0,0.0015987210231814,90.0256948198303,0.0011606933139917,1.45084008780817,0.0020587070028171,0.21304347826087,0.0046613388630488,0.483140096618357,motorneuron,GS,8,6,14,75,39,114,241.0,0.0018962641236269,196.103631850342,0.0015430053178039,inf,0.0030011258160557,0.162790697674419,0.0035960613245731,0.188953488372093
179,SABD,motorneuron,GS,17,6,23,71,32,103,8.0,0.0001031432918181,78.5871308039048,0.0010132169207073,1.40238095238095,0.0035498368393881,0.251012145748988,0.0066906404173365,0.498650472334683,motorneuron,GS,9,2,11,40,8,48,0.0,0.0,36.2762787145079,0.0002854332193569,inf,0.0009837850348903,0.118181818181818,0.0013879723469876,0.166666666666667
180,SABVL,motorneuron,GS,9,2,11,65,16,81,0.0,0.0,17.1813158958163,0.0002215171849077,1.29285714285714,0.011019505399822,0.490740740740741,0.0132544527271289,0.632716049382716,motorneuron,GS,8,1,9,51,4,55,0.0,0.0,26.2314488529177,0.0002063973251889,inf,0.0024554043091194,0.157142857142857,0.0042432632494704,0.226190476190476
181,SABVR,motorneuron,GS,10,4,14,50,12,62,0.0,0.0,18.2892297044123,0.0002358014195664,1.38452380952381,0.0082876644057574,0.522988505747126,0.010382649459633,0.736590038314176,motorneuron,GS,7,1,8,39,4,43,0.0,0.0,20.4414289358895,0.0001608396196132,inf,0.002931260934573,0.185185185185185,0.004512606561819,0.240740740740741
182,SMDDL,motorneuron,GS,29,24,53,235,114,349,1022.0,0.0131765555297697,276.041310986349,0.0035589761866165,1.28238770685579,0.0045814998879639,0.282032400589102,0.0092683616599365,0.594286941580756,motorneuron,GS,22,12,34,211,79,290,784.0,0.0061687596386869,493.436091818594,0.0038825110299514,inf,0.0059151232907054,0.235934664246824,0.0119999409577019,0.524464177685593
183,SMDDR,motorneuron,GS,34,22,56,261,88,349,1946.5,0.0250960521905057,651.990799879082,0.0084060596668353,1.375,0.0037025638742469,0.23633969716919,0.0077276067710053,0.505623217028747,motorneuron,GS,25,10,35,322,96,418,3163.0,0.0248874830831209,409.294887474739,0.0032204614568559,inf,0.0078374684845674,0.252559726962457,0.0153159967335773,0.517491467576792
184,SMDVL,motorneuron,GS,29,21,50,169,192,361,1435.5,0.0185077744256208,530.168832972817,0.0068354198315259,1.24797910470525,0.0038622621287973,0.205858085808581,0.0085248997643057,0.531834433443344,motorneuron,GS,20,17,37,222,364,586,7650.0,0.0601926163723917,920.181959632587,0.0072402823122823,inf,0.0135891334576017,0.324655436447167,0.0231162347920181,0.541795311606632
185,SMDVR,motorneuron,GS,25,19,44,167,160,327,1038.0,0.013382842113406,349.706048690063,0.0045087291288267,1.25694444444444,0.0048831934681602,0.276470588235294,0.009661475299095,0.597477718360071,motorneuron,GS,17,12,29,210,226,436,3426.0,0.0269568501557927,959.077985540426,0.0075463285300445,inf,0.0105157078657398,0.252525252525253,0.0166654345587633,0.466077441077441
186,SMBDL,motorneuron,GS,19,15,34,91,77,168,548.0,0.0070653154895438,215.310457016472,0.0027759786624438,1.18333333333333,0.002368891779148,0.191818181818182,0.0060069893997855,0.500820346320346,motorneuron,GS,8,13,21,53,139,192,1219.0,0.0095914770402543,848.66839884616,0.0066775910273357,inf,0.003235104044531,0.170731707317073,0.0069282734706078,0.369291521486643
187,SMBDR,motorneuron,GS,25,15,40,125,111,236,948.0,0.0122224800804518,273.656181119367,0.0035282249183797,1.33863636363636,0.0027107992464212,0.208441558441558,0.0069713223510267,0.53784632034632,motorneuron,GS,16,16,32,102,123,225,1616.0,0.0127151984389261,1332.52284979101,0.0104847106803812,inf,0.0042208666459564,0.241237113402062,0.0095127523737632,0.383319327731093
188,SMBVL,motorneuron,GS,20,16,36,99,78,177,889.0,0.0114617983032928,339.053819516786,0.0043713908810601,1.14583333333333,0.0017687641963073,0.187903225806452,0.0048694802978911,0.505887096774194,motorneuron,GS,21,12,33,121,100,221,1071.0,0.0084269662921348,946.967771633589,0.0074510415418247,inf,0.0016135225516853,0.128131021194605,0.0039501581684064,0.340772089182494
189,SMBVR,motorneuron,GS,21,20,41,114,85,199,634.0,0.008174105876589,438.623314129378,0.0056551315609367,1.29745989304813,0.0022640649809461,0.201492537313433,0.0057721948393002,0.483996683250415,motorneuron,GS,18,9,27,90,69,159,645.0,0.0050750637333585,700.940497578215,0.0055152212379867,inf,0.0016588562393121,0.118840579710145,0.0037218721614195,0.300515873015873
190,SIBDL,motorneuron,GS,14,10,24,61,27,88,61.0,0.0007864676001134,136.708584400076,0.001762571676853,1.47916666666667,0.0029485317066315,0.31390977443609,0.0052678127902716,0.577380952380952,motorneuron,GS,7,8,15,84,54,138,647.0,0.0050908003650898,316.419682148042,0.0024896900052563,inf,0.0045610685489313,0.212121212121212,0.0053993634096839,0.303030303030303
191,SIBDR,motorneuron,GS,17,8,25,68,29,97,25.0,0.0003223227869317,133.969102134489,0.0017272517745092,1.475,0.0020429992027701,0.193493150684932,0.0046019501081262,0.456050228310502,motorneuron,GS,6,4,10,76,32,108,3.0,2.36049475970163e-05,26.8164019435752,0.0002109999208728,inf,0.009107476650613,0.317073170731707,0.0114054913311609,0.384146341463415
192,SIBVL,motorneuron,GS,20,14,34,91,33,124,14.0,0.0001805007606817,301.511774144771,0.0038873646134031,1.54761904761905,0.0017190188318375,0.188181818181818,0.0034891535696423,0.413335497835498,motorneuron,GS,11,7,18,80,62,142,337.0,0.0026516224467315,383.223582231157,0.0030153241921691,inf,0.003264452757902,0.160958904109589,0.0021907512490815,0.154680365296804
193,SIBVR,motorneuron,GS,21,13,34,94,35,129,167.0,0.002153116216704,284.249701233577,0.0036648062354449,1.50738770685579,0.0020467838664452,0.216363636363636,0.0046673746392687,0.515909090909091,motorneuron,GS,15,12,27,93,63,156,214.0,0.0016838195952538,901.090766257909,0.0070900667725577,inf,0.0017280863151732,0.102941176470588,0.0021697635517944,0.126470588235294
194,SIADL,motorneuron,GS,16,11,27,60,59,119,248.0,0.0031974420463629,109.974622166748,0.001417893068342,1.23333333333333,0.0031559040839969,0.263848396501458,0.0058704557230256,0.562973760932945,motorneuron,GS,6,4,10,42,26,68,1.0,7.86831586567211e-06,60.336065390847,0.000474743220587,inf,0.0089796195028874,0.414634146341463,0.0110138334206723,0.573170731707317
195,SIADR,motorneuron,GS,18,13,31,70,58,128,266.0,0.0034295144529537,191.609268945933,0.0024704013427443,1.38863636363636,0.0033843559860469,0.282417582417582,0.0059069934407444,0.550238095238095,motorneuron,GS,12,5,17,70,44,114,763.0,0.0060035250055078,489.604743832453,0.0038523647738052,inf,0.0074575821933983,0.320610687022901,0.0115691869511947,0.592748091603053
196,SIAVL,motorneuron,GS,18,13,31,94,35,129,263.0,0.0033908357185219,210.709122321943,0.00271665406155,1.34583333333333,0.0027633281984383,0.263215859030837,0.0057806009899809,0.572503671071953,motorneuron,GS,14,6,20,97,18,115,0.0,0.0,201.088032967006,0.001582224160191,inf,0.0034743791128859,0.176630434782609,0.0050311588475404,0.309465579710145
197,SIAVR,motorneuron,GS,19,8,27,83,20,103,273.0,0.0035197648332946,122.315649591025,0.0015770048424618,1.4768115942029,0.0027630611523736,0.291545189504373,0.0059510018411369,0.6044703595724,motorneuron,GS,13,6,19,134,17,151,8.0,6.29465269253769e-05,561.359189047585,0.0044169514135239,inf,0.0055570909097612,0.198795180722892,0.0069454473424705,0.324146586345382
198,DA01,motorneuron,GS,12,11,23,84,64,148,360.0,0.0046414481318171,61.7334429483408,0.00079592381512,1.33730158730159,0.0081346062132732,0.46530612244898,0.0118543848799129,0.712074829931973,motorneuron,GS,9,7,16,75,42,117,584.0,0.0045950964655525,246.42270420264,0.0019389316731394,inf,0.0099225724214655,0.460869565217391,0.0142685146652534,0.689130434782609
199,DA02,motorneuron,GS,19,14,33,83,71,154,55.0,0.0007091101312498,166.904151968105,0.0021518804565135,1.40238095238095,0.0047729976067477,0.316247582205029,0.0085142435001002,0.615248226950355,motorneuron,GS,12,10,22,69,60,129,7.0,5.50782110597048e-05,476.874459901344,0.0037521988787755,inf,0.0073412056382654,0.377232142857143,0.0107523193340807,0.587797619047619
200,DA03,motorneuron,GS,18,13,31,100,103,203,3223.0,0.0415538536912406,327.887146340718,0.0042274199523054,1.34374326653738,0.0054856529152199,0.31978021978022,0.0090515271548326,0.57967032967033,motorneuron,GS,14,10,24,79,84,163,1196.0,0.0094105057753438,1014.41732651218,0.0079817559446084,inf,0.0061562444124446,0.3,0.0094715806129211,0.504166666666667
201,DA04,motorneuron,GS,13,9,22,44,45,89,227.0,0.0029266909053402,81.561379250971,0.0010515636426468,1.72619047619048,0.0055653947333444,0.453333333333333,0.0083451845753978,0.702592592592593,motorneuron,GS,11,7,18,47,49,96,313.0,0.0024627828659553,150.56878066859,0.0011847227258095,inf,0.0077451464960839,0.412751677852349,0.0119145239564638,0.658836689038031
202,DA05,motorneuron,GS,17,11,28,56,52,108,565.0,0.0072844949846574,168.715968265568,0.0021752400436498,1.42619047619048,0.0042336170968687,0.351351351351351,0.0070592545275828,0.633558558558559,motorneuron,GS,12,12,24,83,88,171,331.0,0.0026044125515374,59.6893287888292,0.0004696544927204,inf,0.0153956054619589,0.629213483146067,0.0184909425762115,0.737668161434978
203,DA06,motorneuron,GS,8,10,18,22,50,72,0.0,0.0,95.6796461350876,0.0012335892077961,1.47619047619048,0.0037096687764286,0.278523489932886,0.0065912861413108,0.549776286353468,motorneuron,GS,17,16,33,181,164,345,335.0,0.0026358858150001,481.491568748262,0.0037885277495693,inf,0.0102588002586591,0.369439071566731,0.0146280077875488,0.630109606705352
204,DA07,motorneuron,GS,9,11,20,42,53,95,429.0,0.0055310590237487,130.565215242142,0.0016833657621276,1.35952380952381,0.0059453025964746,0.4,0.0085206311695324,0.598648648648649,motorneuron,GS,12,13,25,92,77,169,0.0,0.0,65.8254193590449,0.0005179351915072,inf,0.012017563940227,0.51027397260274,0.0171970306614733,0.738869863013699
205,DA08,motorneuron,GS,22,22,44,133,111,244,789.0,0.0101725071555659,478.367710191158,0.0061675525410788,1.33503805562629,0.004247452265712,0.272240085744909,0.0085119435383929,0.588290460878885,motorneuron,GS,21,17,38,121,81,202,168.0,0.0013218770654329,307.315757815687,0.0024180574529922,inf,0.0056497913297269,0.275862068965517,0.0111387545857697,0.589846743295019
206,DA09,motorneuron,GS,18,21,39,124,116,240,712.0,0.0091797529718161,248.166491758509,0.003199588609867,1.37916666666667,0.0052251701812659,0.347107438016529,0.0099709567630705,0.644765840220386,motorneuron,GS,16,18,34,134,45,179,0.0,0.0,242.06498483934,0.001904643760735,inf,0.0061694554389929,0.364298724954463,0.0098283288988382,0.64996964177292
207,PDA,motorneuron,GS,9,12,21,24,52,76,0.0,0.0,61.5080038309095,0.0007930172485354,1.42600661886376,0.0041723792474135,0.351485148514851,0.0065498509212591,0.598184818481848,motorneuron,GS,17,14,31,83,86,169,0.0,0.0,142.134569017659,0.0011183596844621,inf,0.0062912368792342,0.364745011086475,0.010779921579389,0.647450110864745
208,DB01,motorneuron,GS,12,16,28,40,159,199,309.0,0.0039839096464763,217.291673994472,0.0028015223175584,1.36428571428571,0.0036981330123912,0.227520435967302,0.0071011996065185,0.491099000908265,motorneuron,GS,8,9,17,32,104,136,194.0,0.0015264532779403,256.958756580013,0.0020218326612218,inf,0.0057632365595417,0.330769230769231,0.0088035565542147,0.563461538461538
209,DB02,motorneuron,GS,12,14,26,42,112,154,35.0,0.0004512519017044,132.607617602941,0.0017096982749663,1.42707659987072,0.0040352242026478,0.275157232704403,0.007881162038693,0.571724318658281,motorneuron,GS,9,14,23,39,115,154,13.0,0.0001022881062537,211.778277058195,0.0016663383773817,inf,0.0051650553595601,0.297570850202429,0.0094555545546995,0.57419028340081
210,DB03,motorneuron,GS,17,17,34,52,107,159,382.0,0.004925092184317,368.922234042801,0.0047564817055104,1.39612511671335,0.0031267534175139,0.289330922242315,0.0063940327030265,0.586543098251959,motorneuron,GS,16,17,33,60,91,151,604.0,0.0047524627828659,580.724215506545,0.0045693215584501,inf,0.0034146201266381,0.271676300578035,0.0068608992967372,0.569107257546564
211,DB04,motorneuron,GS,15,12,27,36,58,94,2.0,2.57858229545396e-05,190.62799883181,0.0024577499140276,1.49761904761905,0.0034144920004927,0.325072886297376,0.0060135560449692,0.616180758017493,motorneuron,GS,12,11,23,34,42,76,0.0,0.0,98.0609519852967,0.0007715745443088,inf,0.005878493595371,0.545081967213115,0.0072690816002532,0.689207650273224
212,DB05,motorneuron,GS,10,13,23,28,70,98,5.0,6.4464557386349e-05,133.306315449471,0.001718706524451,1.44285714285714,0.0040243257383492,0.294354838709677,0.0076867644820305,0.571202956989247,motorneuron,GS,11,19,30,51,101,152,8.0,6.29465269253769e-05,239.938092926695,0.0018879087033542,inf,0.0040547405613232,0.306338028169014,0.0074076922246429,0.582179186228482
213,DB06,motorneuron,GS,5,11,16,19,58,77,0.0,0.0,50.1542782700433,0.000646634669942,1.53501400560224,0.0050255262137284,0.336206896551724,0.0071505941081187,0.494396551724138,motorneuron,GS,20,17,37,138,86,224,38.0,0.0002989960028955,226.085416029962,0.0017789114659456,inf,0.0075459451480965,0.382442748091603,0.0128007105609522,0.66882951653944
214,DB07,motorneuron,GS,18,20,38,73,81,154,165.0,0.0021273303937495,310.171995989618,0.0039990200870222,1.36193708252532,0.0040584108577156,0.306966618287373,0.0080946951137545,0.61151427189163,motorneuron,GS,21,11,32,190,64,254,620.0,0.0048783558367167,116.536904486602,0.0009169491745082,inf,0.0062619171467423,0.336065573770492,0.0116085297360307,0.625358606557377
215,AS01,motorneuron,GS,14,10,24,83,46,129,40.0,0.0005157164590907,103.630272689257,0.0013360959321479,1.46230158730159,0.0051002291606117,0.395522388059701,0.0088993934198945,0.611607142857143,motorneuron,GS,11,6,17,48,39,87,681.0,0.0053583231045227,191.916713999289,0.0015100613256482,inf,0.0044558148106231,0.345864661654135,0.0082077125746901,0.449029126213592
216,AS02,motorneuron,GS,11,7,18,40,40,80,9.0,0.0001160362032954,52.3048224697032,0.0006743614459361,1.45549450549451,0.0040484132888982,0.328859060402685,0.0075570702595914,0.609619686800895,motorneuron,GS,11,6,17,40,38,78,8.0,6.29465269253769e-05,99.9051375282506,0.0007860851786756,inf,0.0042450401533842,0.314393939393939,0.0079920869028747,0.608901515151515
217,AS03,motorneuron,GS,9,6,15,19,29,48,0.0,0.0,37.5431081241219,0.0004840399696258,1.59421086160217,0.0029739377130113,0.338235294117647,0.0054297128765793,0.582516339869281,motorneuron,GS,5,2,7,14,24,38,3.0,2.36049475970163e-05,22.010464694918,0.0001731852885698,inf,0.0028937923468289,0.19047619047619,0.0031530585214526,0.19047619047619
218,AS04,motorneuron,GS,9,5,14,29,35,64,258.0,0.0033263711611356,32.4326113099429,0.0004181507865957,1.51040993320405,0.0050051348449733,0.398876404494382,0.0082980470978078,0.662921348314607,motorneuron,GS,9,3,12,29,29,58,3.0,2.36049475970163e-05,47.0407727826986,0.0003701316588195,inf,0.005664473062375,0.438461538461538,0.008909290040473,0.676282051282051
219,AS05,motorneuron,GS,8,7,15,25,23,48,1.0,1.28929114772698e-05,39.654873294744,0.0005112667710314,1.55952380952381,0.0052156042811762,0.480392156862745,0.0074671542483997,0.640350877192982,motorneuron,GS,6,2,8,16,15,31,1.0,7.86831586567211e-06,17.7427230269753,0.0001396053490933,inf,0.0062001719890905,0.537037037037037,0.0067489501043746,0.588888888888889
220,AS06,motorneuron,GS,7,7,14,21,35,56,2.0,2.57858229545396e-05,33.6267671322552,0.0004335469319029,1.59285714285714,0.0051938629708306,0.488372093023256,0.0081411498785404,0.723837209302326,motorneuron,GS,2,1,3,4,20,24,0.0,0.0,5.27649131621875,4.15171003384851e-05,inf,0.0042269592818549,0.166666666666667,0.0042269592818549,0.166666666666667
221,AS07,motorneuron,GS,6,1,7,26,20,46,1.0,1.28929114772698e-05,15.1126687418242,0.0001948463002736,1.78644688644689,0.0075414924383577,0.404761904761905,0.0100904197126972,0.55952380952381,motorneuron,GS,8,7,15,86,89,175,330.0,0.0025965442356718,34.6047296586775,0.0002722809434006,inf,0.0180999303510589,0.454545454545455,0.021512367357889,0.618686868686869
222,AS08,motorneuron,GS,6,1,7,32,20,52,183.0,0.0023594028003403,21.5111158372079,0.0002773409122664,1.78799019607843,0.0076407154904072,0.404761904761905,0.0093207070225003,0.507936507936508,motorneuron,GS,6,4,10,43,42,85,0.0,0.0,9.311285952109,7.32641389867891e-05,inf,0.0170340900536751,0.595238095238095,0.0200129660944946,0.738095238095238
223,AS09,motorneuron,GS,4,1,5,20,20,40,201.0,0.0025914752069312,4.86997399359473,6.27881435960229e-05,1.62132352941176,0.0054992090115093,0.35,0.0054992090115093,0.35,motorneuron,GS,8,6,14,59,55,114,0.0,0.0,47.5854324928303,0.0003744172134582,inf,0.012034657387898,0.5,0.0139340058073726,0.580426356589147
224,AS10,motorneuron,GS,13,9,22,35,34,69,113.0,0.0014568989969314,94.4460816951803,0.0012176849706709,1.45952380952381,0.0035620958525033,0.337053571428571,0.0060912145620263,0.599702380952381,motorneuron,GS,9,8,17,37,40,77,0.0,0.0,183.758154298069,0.0014458672009101,inf,0.0066049735698263,0.376923076923077,0.0093250053278963,0.564102564102564
225,AS11,motorneuron,GS,21,16,37,80,68,148,2386.0,0.0307624867847657,206.870654625791,0.0026671650373351,1.39267328553043,0.0038397476935013,0.333843797856049,0.0071633043993155,0.644461459928535,motorneuron,GS,30,15,45,209,67,276,4269.0,0.0335898404305542,535.546871138719,0.0042138519429918,inf,0.0047128849023849,0.266632548618219,0.0097834613159697,0.594293756397134
226,PDB,motorneuron,GS,9,10,19,35,49,84,0.0,0.0,35.782432903821,0.0004613397398703,1.38942307692308,0.0044101199630844,0.374233128834356,0.0067414093854401,0.603578732106339,motorneuron,GS,50,49,99,623,351,974,4699.5,0.0369771504107261,2046.18086433807,0.0160999973589059,inf,0.005787904235212,0.261063785580719,0.0135625920168736,0.584478963700657
